Restaurant Name,cuisine,location,avg_price,price_norm
kimchee restaurant  bar,korean,boudha,706.7129629629629,0.9884063078864603
kings pizza  burger hub,american,putalisadak,380.58156028368796,0.9938804588992435
kiran dai ko momo  chandol,nepali,chandol,155.5,0.9976584773331123
kiran dai ko momo  chapagaun dobato,momo,chapagaun dobato satdobato,168.66666666666666,0.9974374734031743
kiran dai ko momo  new baneshwor,nepali,sangam chowk new baneshwor,255.0,0.9959883590271251
kiran dai ko momo  sukedhara,momo,sukedhara,151.8181818181818,0.9977202770511502
kkfc  kumaripati,fast food,kumaripati,648.672131147541,0.9893805295518839
kkfc  maitidevi,fast food,maitidevi,612.4090909090909,0.9899892086205573
kkfc  old baneshwor,fast food,old baneshwor,658.0338983050848,0.9892233912734297
kkfc  peoples plaza,fast food,peoples plaza,634.984126984127,0.9896102841883236
kora restaurant,chinese  multi cuisine,boudha  phulbari,470.7142857142857,0.9923675713142168
korean bbq restaurant,korean,ekantakuna kharibot,1648.0444444444445,0.9726059567384779
korean kimbab house,korean,samakhusi,584.6052631578947,0.990455898888937
koseli,defrosted items,bhatbhateni foodmandu office,724.4,0.9881094290489303
kosheli thakali,thakali  nepali,shreenagar sankhamul,411.390625,0.9933633254020269
koto  durbarmarg,japanese,durbarmarg,958.5763888888889,0.9841787529291987
koto restaurant  boudha,japanese,boudha fulbari,955.9016393442623,0.9842236488907907
koyla restaurant,multi cuisine,new road kesha plaza 8th floor,539.1618497109827,0.9912186715189293
krishna bakery  confectionery,bakery,kamalpokhari,897.1590909090909,0.9852096489458855
krishna pauroti bhandar,bakery,kamal pokhari,1030.0,0.9829798998598883
kruathai nepal,thai,naxal,697.4539877300614,0.9885617207912959
krystal food cafe,multi cuisine,shankhamul,356.5159574468085,0.9942844026564545
ktm hunger station,multi cuisine,sukedhara,572.6451612903226,0.9906566504976857
ktm hunger station  new baneshwor,multi cuisine,new baneshwor,545.2826086956521,0.9911159339146394
ktm hunger station hattigauda,multi cuisine,hattigauda budhanilkantha,484.75660377358486,0.9921318694805552
kumari restaurant  bar,multi cuisine,putalisadak,295.92715231788077,0.9953013923306626
kungfu noodles,chinese,jp marg thamel,290.95238095238096,0.995384894408307
kyampa pizza,italian,sanepa chowk,872.6829268292682,0.9856204840181472
kyubis kitchen,japanese,jhamsikhel,585.8611842105263,0.990434818117672
la kham kitchen,korean cuisine,dhapashi,438.1818181818182,0.9929136323148692
la pizza pizza,italian,baluwatar,710.7142857142857,0.9883391452495242
laddu gopal,sweets  indian,sorakhutte,292.0103092783505,0.9953671369664615
laddu gopal kuleshwor,sweets  indian,kuleshwor,290.8673469387755,0.9953863217134604
lakuda restro and cafe,indian cuisine,kalopul,217.98181818181817,0.9966097132292246
lama,burger,old baneshwor,491.53846153846155,0.9920180352614424
lama burger  thamel,burger,thamel,714.8780487804878,0.9882692560342612
lama burger durbarmarg,burger,durbarmarg,730.25,0.9880112361636034
lasa kusa,newari,kamalpokhari,304.0131578947368,0.9951656678488915
last friday bar  grill,multi cuisine,lazimpat,455.1344978165939,0.9926290797460895
lazeezo cafe,indianhalal,nakhu,272.47058823529414,0.9956951133062394
lazy monk seafood restaurant,seafood,chhetrapati,1453.75,0.9758672100894153
le trio,multi cuisine,jhamsikhel,591.0763888888889,0.9903472803407593
le trio  maharajgunj,multi cuisine,maharajgunj,591.1034482758621,0.9903468261460102
le trio durbar marg,multi cuisine,durbar marg,590.7638888888889,0.9903525256871977
level 3,indian  japanese,labim mall pulchowk,731.6483516483516,0.9879877646793209
lhakpas chulo,multi cuisine,jhamsikhel,735.5194805194806,0.9879227873608033
lisara restaurant,nepali,naxal bhagwati mandir,442.5929648241206,0.9928395907394149
litaliano restaurant,italian cuisine,jhamsikhel,1293.75,0.9785528274658771
little bites  naxal,fast food,naxal bhatbhateni,586.5420560747664,0.990423389609486
little tibet restaurant,tibetan,thamel,443.6,0.9928226875446208
london cafe,multi cuisine,lainchaur,468.39285714285717,0.9924065367449021
lotus club restaurant,multi cuisine,manamaiju tarkeshwor,527.707182320442,0.9914109393550895
lucknow zaika  nawabi kitchen,halal,soaltee mod tahachal marg,505.7142857142857,0.9917800925131158
lumbini tandoori,nepali indian,machha pokhari,181.72307692307692,0.9972183201390566
m bistro by kbc,continental  bakery,nag pokhari naxal,1045.6521739130435,0.9827171764208867
machha house,fast food,manohara riverside,339.07339449541286,0.9945771779699063
mad munch,fast food,jhochhen basantapur,305.9642857142857,0.9951329179565424
mad over pizza  kupondole,italian cuisine,kupondole gunsingal marg paschim,592.7777777777778,0.9903187223434835
mad over pizzamid baneshwor,multi cuisine,maitri tole mid baneshwor,538.6375,0.991227472785774
majestic lounge bar  cafe,multi cuisine,gongabu,472.3893805309734,0.9923394546657986
malabar groove,indian,thamel,481.25,0.9921907282057221
mamagoto,pan asian,lazimpat kathmandu,690.8039215686274,0.988673342874032
mamas boi restaurant  coffee shop,multi cuisine,new baneshwor,515.3125,0.9916189854439363
mamas curries,indian  halal,jhamshikel,469.87012987012986,0.9923817405617388
mannys eatry and tapas bar,continental,jawalakhel,829.8811188811189,0.9863389170129568
marcopolo restaurant,italian  mediterranean cuisine,thamel chhya center 1st floor,742.3831775700935,0.9878075794603913
marios pizza,pizza,dhumbarahi,926.0833333333334,0.9847241523955382
masa wild himalayan brew,multi cuisine,pani pokhari lazimpat,643.8082191780821,0.9894621708425262
masala darbar family  restaurant,mithila thali biryani pizza katiya,pingalasthan,369.8496240601504,0.9940605956142748
matka biryani,matka biryani  smoking grill,gongabu,562.7589686098655,0.9908225913154963
matka biryani  tinkune,indian  biryani,tinkune,650.8243243243244,0.9893444047556772
mechung restaurant,multi cuisine,boudha,322.14285714285717,0.9948613588780743
mezze by roadhouse,italian,durbar marg,896.54992,0.9852198739457523
michael grills mid baneshwor,nepali,mid baneshwor,340.55555555555554,0.9945522997355448
miraz bakery,bakery,jorpati,777.3015873015873,0.9872214701608081
mittraan da dhaba,indian,hariharbhawan,602.7272727272727,0.9901517189902125
momo gallery,fast food,golfutar,265.703125,0.9958087059116099
momo king,momo multicuisine,uttardhoka lazimpat,239.84126984126985,0.9962427999591212
momo king  mangalbazar,momo multicuisine,mangal bazar,391.3131313131313,0.9937003283140348
momo man,momo,dillibazar,212.5,0.9967017261427478
momo mania,nepali,panipokhari,196.75,0.9969660916032432
momo mazza  basantapur,multi cuisine,basantapur,343.5135135135135,0.9945026500899777
momo mazza dhalko,multi cuisine,dhalko,639.1533333333333,0.9895403036069643
momo mazza thamel,multi cuisine,thamel,744.1867469879518,0.9877773063518398
momomia darjeeling restaurant,chinese  tibetan,bhanimandal nakku dobato,233.95348837209303,0.9963416270105114
momotarou restaurant,japanese,thamel,714.2708333333334,0.988279448211487
momoway,momo,kamalpokhari,323.42105263157896,0.9948399042279802
momoway  sanepa,momo,sanepa,323.42105263157896,0.9948399042279802
monster meal,fast food,new road,1283.8412698412699,0.9787191465777081
monster meal  boudha,fast food fried chicken,boudha town planning,1283.8412698412699,0.9787191465777081
monster meal  sitapaila,fast food fried chicken,sitapaila,1138.338028169014,0.9811614342912489
monster meal  thamel,fast food fried chicken,thamel,1283.8412698412699,0.9787191465777081
monster meal jhamsikhel,fast food fried chicken,jhamsikhel,1283.8412698412699,0.9787191465777081
monster meal mid baneshwor,fast food fried chicken,mid baneshwor,1283.8412698412699,0.9787191465777081
mothers kitchen,indian and nepali fusion,maitidevi,185.5084745762712,0.9971547818283426
moti mahal delux  veg indian cuisine,veg indian cuisine,durbarmarg,528.1095890410959,0.9914041849145807
mtr 1924 kathmandu,south indian  vegetarian,kamaladi,385.0,0.9938062949087499
mughal empire multi cuisine restaurant  thamel,indian  halal,thamel,511.02645502645504,0.9916909271742941
mughal empire multi cuisine restaurant jhamsikhel,indian  halal,jhamsikhel,496.495,0.9919348392250711
mughal empire multi cuisine restaurant lazimpat,indian  halal,lazimpat,508.037037037037,0.991741104879906
musicology,multi cuisine,bhakhundole lalitpur,488.4177215189873,0.9920704172215907
mustang thakali by state three,thakali  italian cuisine  nepali,lazimpat chowk,620.0185185185185,0.9898614835517272
mv burger restaurant,burger,gongabu,345.1333333333333,0.994475461238385
my thai eat thai restaurant,thai cuisine,pani pokhari lazimpat,761.8263551401869,0.987481223613292
naan and biryani house by bhojan unlimited,multi cuisine,baluwatar,370.7042253521127,0.9940462510387771
nanis kitchen by hotel padma,multi cuisine,boudha,1016.1386138613861,0.9832125647316114
narayan dai ko famous masangalli momo  airport,momo,airport,160.875,0.9975682573743717
narayan dai ko famous masangalli momo  jhocheen,momo,jhochhen,199.57142857142858,0.9969187336182566
narayan dai ko masangalli ko famous momo  new baneshwor,momo,new baneshwor,154.28571428571428,0.9976788592507014
narayan dai ko masangalli ko famous momo putalisadak,momo,putalisadak,194.0,0.9970122506519011
naulo bakes,bakery,jawalakhel,752.7,0.9876344104754687
naulo bubble tea,bubble tea,jawalakhel,278.8888888888889,0.9955873814327227
naulo indian,indian,sanepa,495.29411764705884,0.9919549961657845
naulo japanese  jawalakhel,japanese,jawalakhel,1369.9180327868853,0.9772743387634811
naulo pan asian,pan asian,jawalakhel,2010.909090909091,0.966515234239421
naulo restaurant,multicuisuine pan asian italianindian halal,sanepa,370.4516129032258,0.9940504911661661
nep i foods,multi cuisine nepali indian,new baneshwor thapagaun,536.542372881356,0.9912626397219974
nepal dairy  nds,fast food,mahabaudha,236.70689655172413,0.9962954107551882
nepali ghar hotel,multi cuisine,amrit marga thamel,762.9381443298969,0.9874625621109993
new evenpoint restaurant  lounge,multi cuisine,soyambhu hall chowk,466.3095238095238,0.9924415057211581
newa lahana  kamaladi,newari,kamaladi,312.3412698412698,0.995025879585412
newari kitchen,newari  multi cuisine alternatives,thapathali,318.8617886178862,0.9949164319695993
nimto cafe  restaurant,multi cuisine,chabahil plaza,394.7712418300654,0.9936422835534472
ninis kitchen,authentic homemade newari,golfutar,356.3636363636364,0.994286959382378
nizams house,indian  biryani halal,bhagawati marg  naxal,708.2849462365591,0.9883799219764912
nom nom restaurant,singaporean,chappal karkhana janamarg,646.3461538461538,0.9894195713334956
noodle shop,asian cuisine,sanepa,600.3225806451613,0.9901920820079672
north side,italian,jhamsikhel,525.0,0.9914563797043459
nourish by avata wellness,vegetarian vegan,gairidhara,656.7073170731708,0.989245658083478
numas cafe,multi cuisine,sanepa,326.4916666666667,0.9947883636379238
nuptse cafe,multi cuisine,sifal chabahil,199.63333333333333,0.9969176945401049
nyc burger  biryani house,multi cuisine,maharajgunj,359.7465437788018,0.9942301769140209
nyc burger  fried chicken,multi cuisine,samakhusi,267.77710843373495,0.9957738938744339
nyc burger and grill house dhumbarahi,fast food multi cuisine,dhumbarahi,451.5566037735849,0.9926891350861711
octave lounge  bar,continental,durbarmarg,620.3050847457627,0.989856673506481
oho cake  basundhara,bakery,dhapasi marg basundhara kathmandu,1750.0,0.9708946216658103
oho cake  ratopul,bakery,near ratopul,1719.4117647058824,0.9714080485171928
olla porkys station,indian cuisine,baluwatar,551.8970588235294,0.9910049096508946
om tandoori hotel and restaurant,indian,kalopul,509.64071856287427,0.9917141869113303
omkara veg restaurant and bar,multi cuisine,durbar marg,528.125,0.9914039262399619
online mari pasa  home based kitchen,yomari,hattiban  mero city apartment,214.42857142857142,0.9966693548618708
opium  restaurant  bar,multi cuisine,durbarmarg,666.3937823834196,0.9890830697112672
or2k,middle eastern,thamel,556.7796610169491,0.9909229546428135
organic lounge  club,multicuisine,durbarmarg,623.6180904522613,0.9898010643458953
orient cafe,multi cuisine,durbar marg,726.328502415459,0.9880770589264459
oriental kitchen,multi cuisine,baluwatar,729.2563025210084,0.9880279154837067
oskar bar  grill,multicuisine,pani pokhari,727.7058823529412,0.9880539394546078
otafuku okonomiyaki,japanese,kupondole height,745.483870967742,0.9877555339849675
ouzo cafe  restaurant,multi cuisine,mahalaxmisthan patan,306.94029850746267,0.995116535475811
over easy,american,dhapashi,518.4841176470588,0.9915657494972836
paalcha newari kitchen,newari,uttar bagaicha jawalakhel lalitpur,313.25748502994014,0.9950105008139665
pacific liquor,liquor,jamal,3075.0476190476193,0.9486535534761004
palazzo plates restaurant,multi cuisine,kalanki,481.2371134020619,0.992190944508668
palu restaurant,newari,lazimpat,513.3240223463687,0.991652362257307
pan asian affair restro  bar,pan asian,kamaladi,977.2058823529412,0.9838660548581877
pawan sweets  battisputali,sweets,battisputali,547.5,0.9910787147607809
pawan sweets durbarmarg,sweets,teendhara marga,555.3503184713376,0.9909469463126722
pemaz bakery,bakery,boudha nautale,1389.8765432098764,0.9769393329984793
pen  rij,ice cream,machha pokhari,500.57971014492756,0.9918662769216772
penthouse bar and grill,multi cuisine,durbar marg,1175.1641791044776,0.9805433033483709
peri peri grill,authentic peri peri,nardevi tamshipakha,535.8947368421053,0.9912735103632512
peros pizza by trisara  thamel,italian,thamel,533.5294117647059,0.9913132126015565
persias biryani,biryani persian,jorpati attarkhel gokarneshwor,273.28125,0.9956815062604786
pewa corn dog and bubble tea,fast food,new baneshwor,150.5,0.9977424028761267
pho99,vietnamese,thadhodhunga,737.6204379562043,0.9878875225620577
pho99  boudha,vietnamese,boudha,1421.343984962406,0.9764111485712081
pho99  lazimpat,vietnamese,lazimpat,744.4698473282443,0.9877725544818824
piano piano,italian asian,lazimpat,723.7857142857143,0.9881197399013578
piano piano south,italian,bakhundole,750.4651162790698,0.9876719232414394
pizza connection  jawalakhel,italian,jawalakhel,532.795909090909,0.9913255245235968
pizza fire,italian,maitidevi,350.7826086956522,0.9943806375379007
pizza fire night delivery,pizza,bagbazar new plaza,351.3736263736264,0.9943707172419898
pizza hut  durbar marg,italian  pizza,durbar marg,777.9329608938548,0.9872108724864929
pizza hut  eyeplex mall,italian  pizza,eyeplex mall new baneshwor,810.7313432835821,0.9866603480760824
pizza inn,italian  pizza,lazimpat,615.3164556962025,0.9899404081868574
pizza planet,italian,boudha thushal,497.63829787234044,0.9919156488461184
pizza planet  old baneshwor,pizza,old baneshwor,557.1616766467066,0.99091654246898
pizza planet kumaripati,italian,kumaripati,503.7878787878788,0.9918124274625889
pizza shop,pizza,gwarko imadol,337.25,0.9946077838445377
pizza world  baluwatar,pizza  italian,baluwatar,515.0508474576271,0.9916233773102763
pizza world  boudha,italian,boudha pipalbot,516.5,0.9915990531274704
pizza world  kumaripati,italian,kumaripati,491.6,0.9920170023316822
pizzeria milano,italian,kumaripati,423.5151515151515,0.9931598139077115
pj pizza,american pizza,paknajol thamel,580.5692307692308,0.9905236441309054
pop in pizza,italian  pizza,baluwatar,347.0205128205128,0.9944437847257396
potluk  house of foods,multi cuisine,tangal,509.2307692307692,0.9917210679553914
president sekuwa  chakrapath,nepali,chakrapath,462.0408163265306,0.992513156439854
president sekuwa  kalanki,nepali,kalanki,463.3160621761658,0.9924917512997726
prestigio foods  chandol,pizza  burger  coffee,chandol,647.8571428571429,0.9893942092188484
prestigio foods  dhumbarahi,pizza  burger  coffee,dhumbarahi,643.25,0.9894715406120546
prestigio foods new baneshwor,pizza  burger  coffee,new baneshwor,650.9574468085107,0.9893421702803227
progressio bistro peebees,multi cuisine,phulbari boudha,384.4583333333333,0.9938153868425764
pronto pizza,pizza,thamel,901.5573770491803,0.9851358232353574
purbanchal enterprises,liquor,changathali,1157.1951219512196,0.9808449159241798
queens,american  burger,sanepa,531.1224489795918,0.9913536137333078
queens spice lounge,multi cuisine,durbar marg,612.9063793103448,0.9899808615807353
quickbite korean and more,korean,mangalbazar,471.1328125,0.9923605462966654
radisson hotel,bakery,lazimpat,1263.3116883116884,0.979063737833254
rain,multi cuisine,jawalakhel,588.974358974359,0.9903825631411612
ram bhandar,sweets,thapathali,380.6,0.9938801493866026
red mud coffee   new baneshwor,fast food,new baneshwor,326.45761589403975,0.9947889351838404
red mud coffee  durbarmarg,fast food,durbarmarg,331.0331386861314,0.9947121345368601
red mud coffee  jhamsikhel,fast food,jhamsikhel lalitpur,330.0781884057971,0.9947281634810259
red mud coffee  thapathali,fast food,thapathali,408.5579518072289,0.9934108721292041
regal flavors restro  bar,multi cuisine,durbarmarg,681.6357142857142,0.9888272322289695
revive leisure park,nepali,mahalaxmisthan,548.7078651685393,0.9910584406127494
ridi lounge,organic  multi cuisine,ridi lounge,526.7857142857143,0.9914264062961263
roadhouse cafe  battisputali,italian  pizza,battisputali,716.123595505618,0.98824834939721
roadhouse cafe  bhaisepati,italian  pizza,bhaisepati inside awash,727.020202020202,0.9880654486734597
roadhouse cafe  bhatbhateni,italian  pizza,bhatbhateni,812.6311475409836,0.9866284596552977
roadhouse cafe  boudha,italian  pizza,boudha,810.566037735849,0.9866631227476537
roadhouse cafe  jhamsikhel,italian  pizza,jhamsikhel,745.2857142857143,0.9877588600663957
roadhouse cafe  thamel,italian  pizza,thamel,799.6713114754098,0.986845991911134
roadhouse pizza  basantapur,italian  pizza,basantapur,462.875,0.9924991545763001
roadhouse pizza  maharajgunj,italian  pizza,maharajgunj,563.9423076923077,0.9908027288404835
roadhouse pizzeria,italian  pizza,labim mall pulchowk,715.09375,0.988265635465866
rodeos cafe  bar,multi cuisine,kaladhara thamel,478.85380116959067,0.9922309486633246
roomali ghar,indian cuisine,gairidhara,544.3037974683544,0.9911323633673914
royal alinas cafe,multi cuisine,new baneshwor,503.0576495726496,0.9918246844392715
royal biryani,biryani,basantapur,299.2068965517241,0.9952463414675079
royal tandoori fast food,multi cuisine,boudha,436.9921875,0.9929336003950607
rumis bistro,multi cuisine,mandikatar,585.0333333333333,0.9904487136845526
sabarat agro farm,beverages  iced tea,chapali budhanilkantha,374.2857142857143,0.9939861353580665
sahara restaurant and bar,multi cuisine  indian,putalisadak,292.45454545454544,0.9953596804139988
sajan goth,indian,tripureshwor,474.09859154929575,0.9923107653732308
sajan goth  kamaladi,indian,kamaladi,463.0562248995984,0.9924961126966788
sajan goth  kumaripati,indian cuisine,kumaripati,414.3192307692308,0.9933141684361353
sajan goth  samakhusi,indian,samakhusi,486.1607142857143,0.9921083013331186
sajan goth  tahachal,indian,tahachal,454.8233215547703,0.9926343028734388
sakura japanese restaurant,japanese,boudha,583.85,0.990468576063066
salt restaurant,multi cuisine,ekantakuna,641.7105263157895,0.9894973808450354
sams cafe,american  breakfast,ekantakuna lalitpur,568.9024390243902,0.9907194724973899
sams one tree cafe,multi cuisine,durbarmarg,701.5104166666666,0.9884936331910552
sandwich hub  jhamsikhel,american,jhamsikhel,388.4,0.9937492255395001
sandwich point  the soda bar thamel,american,thamel,368.5763888888889,0.9940819670049015
sangam sweets,indian  pure veg,kamalpokhari,385.27472527472526,0.9938016836151776
sankhamul burger house  crunchy fried chicken,multi cuisine fast food,sankhamul,280.4491017964072,0.9955611930896264
sansho by naulo,japanese,jawalakhel,826.6374269005848,0.9863933627351245
sapporo japanese restaurant,japanese,baluwatar,1277.638888888889,0.9788232542155902
sara bakery,bakery,ratopul,1129.878048780488,0.9813034359640634
sarangi,vegetarian,thamel,331.0769230769231,0.9947113996111056
see you chicken hub,fast food,nakhu,385.92,0.9937908526088353
sekuwa by kilo,sekuwa,jhamsikhel,406.7659574468085,0.9934409509491595
sesame,american,chhaya center thamel,375.76,0.9939613893122405
shiva tirupati,indian nepali and chinese cuisine,kamaladi,486.02803738317755,0.9921105283293369
shree nanda mithai bhandar,sweets,mangalbazar,542.8125,0.9911573949573569
shristi newari kitchen,newari,kupondole,217.95180722891567,0.9966102169663285
shyam dai ko no1 haas ko choila,nepali,dhobighat,356.25,0.9942888667810829
sicily by ts,pizzapasta,thamel,636.4444444444445,0.9895857726011575
sila restaurant,multi cuisine,gairidhara,59592.61780104712,0.0
simon noodle house restaurant,asian pan asian thai,sanepa,384.8076923076923,0.9938095228142504
simple city restaurant,multi cuisine,kapan milanchowk,348.03921568627453,0.9944266856875037
sinka  koteshwor,momo,koteshwor,328.3,0.9947580105665335
sloppy chicken,american  multicuisine,jhamsikhel,311.1951219512195,0.9950451178022215
smoking yak kathmandu,multi cuisine,jp road chaksibari thamel,725.5540540540541,0.9880900581262995
social by exotic cafe and lounge,french indian fusion,pulchowk labim mall,626.25,0.9897568874583036
soul cafe,korean cuisine,shantinagar new baneshwor,425.2173913043478,0.9931312416279817
soul cafe  lazimpat,korean,lazimpat,849.1176470588235,0.9860160297983516
sron restaurant,multi cuisine,soyambhu manmohan hospital gate thado varyang,297.92792792792795,0.995267809094758
sub express,fast food  sandwich  burger,bakhundol,418.472,0.9932444637535941
sub express  thamel,sandwich  fast food,sher bhawan thamel,508.6808510638298,0.9917302983915461
suma nepali kitchen,nepali,blue bird complex,578.1349206349206,0.990564504290883
sumeez kitchen,multi cuisine,kalimati,258.5,0.995929611147015
sunfeast dark fantasy,cookies,anamnagar,394.54545454545456,0.9936460734175405
sunrise food,multicuisine,kalanki,330.3333333333333,0.9947238808457076
swastik sweets and snacks,sweets indian,new road,572.1078431372549,0.9906656694412393
sweet and spicy  sanogaun,asian,sanogaun imadol,394.73809523809524,0.9936428399225933
sweet escapes bakery,bakery,sinamangal,887.1341463414634,0.9853779187291909
syanko katti rolls  anamnagar,nepali rolls,anamnagar,251.55172413793105,0.9960462387119627
syanko katti rolls  baluwatar,nepali rolls,baluwatar,251.55172413793105,0.9960462387119627
syanko katti rolls  durbarmarg,nepali rolls,durbarmarg,251.55172413793105,0.9960462387119627
syanko katti rolls  kirtipur,nepali rolls,kirtipur,251.55172413793105,0.9960462387119627
syanko katti rolls  kuleshwor,nepali rolls,kuleshwor,251.55172413793105,0.9960462387119627
syanko katti rolls  kumaripati,nepali rolls,kumaripati,251.55172413793105,0.9960462387119627
syanko katti rolls  lainchaur,nepali rolls,lainchaur,251.55172413793105,0.9960462387119627
syanko katti rolls  new baneshwor,nepali rolls,new baneshwor,251.55172413793105,0.9960462387119627
syanko katti rolls  sankhamul,nepali rolls,shankhamul,251.55172413793105,0.9960462387119627
syanko katti rolls  tinkune,nepali rolls,tinkune,251.55172413793105,0.9960462387119627
syanko katti rolls battisputali,nepali rolls,battisputali,251.55172413793105,0.9960462387119627
szechuan cuisine,chinese,jhamsikhel lamochaur,604.2962962962963,0.9901253827592058
t3 thakali,thakali,airport,437.6422764227642,0.9929226885818907
taas  sekuwa mahal,multi cuisine,teku,341.6371681415929,0.994534144750822
tahina terrace,mediterreanean,naxal kathmandu,1707.142857142857,0.9716139834630769
takoyaki solo,japanese,bhanimandal,298.5,0.9952582068028996
tamarind,continental,jhamsikhel,749.8125,0.9876828774765595
tamarind khajaghar,nepali multi cuisine,lazimpat,480.1235514018692,0.9922096357677773
tandoori express and pizza hub by rosewood lounge,multi cuisine,thamel,455.73426573426576,0.9926190125764548
tapas restaurant  bar,indian,battisputali,421.1244117647059,0.9931999427340639
tasneems kings kitchen,indian,damkal chowk,560.7543859649123,0.9908562384528953
tasteum restaurant,multi cuisine,chuchepatti pasang lhamu chowk,375.74074074074076,0.9939617125809989
taza restaurant,middle eastern,bakhundol,,
taza treats,middle eastern,jhamsikhel,,
terrace garden by radisson hotel,multi cuisine,lazimpat,1465.0,0.9756783776176329
terrys pub and bistro,multi cuisine,bakhundol,594.7014925373135,0.9902864325823237
thai ghar,thai,jhamshikhel,660.2529929577465,0.9891861435286847
thamel restaurantcom,nepali cuisine,thamel,611.0329824561403,0.9900123067503893
thasang ghar,multi cuisine  thakali,jawalakhel,642.84375,0.9894783595624245
the address lounge,multi cuisine,kalikasthan,804.2613636363636,0.9867689473871195
the bakery cafe  airport,multi cuisine,airport,623.2231404958678,0.9898076936238062
the bakery cafe  baneshwor,multi cuisine,new baneshwor,620.1984126984127,0.9898584640083806
the bakery cafe  durbar marg,multi cuisine,durbar marg,616.0975609756098,0.9899272972499121
the bakery cafe  jawalakhel,multi cuisine,jawalakhel chowk,620.0,0.9898617943870717
the bakery cafe pulchowk,multi cuisine,pulchowk,621.844262295082,0.9898308382441565
the bell bar  bistro,italian,jhamsikhel,1010.8536585365854,0.9833012732806997
the big chef,chinese,labim mall pulchowk,421.6756756756757,0.9931906897094495
the black gold halal restaurant,arabic  indian,durbarmarg,936.7545454545455,0.9845450349411593
the bombay club,multicuisine,gairidhara,705.6464646464647,0.9884242091765275
the brooklyn creamery nepal,ice cream,labim mall,850.0,0.9860012194084079
the burger house  crunchy fried chicken  hattiban,multi cuisine,hattiban,291.9230769230769,0.9953686011710186
the burger house  crunchy fried chicken  jorpati,fried chicken burger multicuisine,boudha,263.78205128205127,0.9958409513425998
the burger house  crunchy fried chicken  kamalpokhari,multi cuisine,kamal pokhari,295.859872611465,0.9953025216278416
the burger house  crunchy fried chicken  lazimpat,multi cuisine,lazimpat,294.90184049079755,0.995318602301032
the burger house  crunchy fried chicken  maharajgunj,multi cuisine,maharajgunj,427.587786259542,0.9930914542912269
the burger house  crunchy fried chicken  makalu kalanki,multi cuisine,kalanki,278.47305389221555,0.9955943612683028
the burger house  crunchy fried chicken  new baneshwor,multi cuisine,new baneshwor,273.7423076923077,0.995673767357041
the burger house  crunchy fried chicken maitidevi,multi cuisine,maitidevi,269.1007194244604,0.9957516769202067
the burger house and crunchy fried chicken  dhapasi,multi cuisine,dhapashi height,346.1242603550296,0.9944588284207083
the chocolate garden,bakery,balkumari  westar residency,725.0,0.9880993579837686
the chocolate house,chocolates,jhamsikhel,737.125,0.9878958385419586
the chubby buns,american,labim mall pulchowk ground floor,350.2730769230769,0.9943891900840401
the chubby chickenz,fast food,kupondole,498.3243243243243,0.9919041338176174
the city burger,multi cuisine,gwarko,406.52941176470586,0.9934449213941231
the coffee room,bakery,eyeplex mall  ground floor  new baneshwor,597.4074074074074,0.990241013507359
the delicious pizza house nepal,multi cuisine  pizza,paknajol thamel,620.9732142857143,0.989845458879592
the den restro,multi cuisine,lazimpat,456.63978494623655,0.9926038133381399
the everest hotel,multi cuisine,new baneshwor,1102.1666666666667,0.9817685745223801
the four leaf garden restaurant,multi cuisine,hattigauda,502.4264705882353,0.9918352788470727
the gardens,multi cuisine,jhamsikhel,443.1818181818182,0.9928297067718548
the grill father,grill items  chicken steak  pork chop  sekuwa  fast food,mid baneshwor,404.6350364963504,0.993476718688737
the grill nation,grill items,battispputali,422.1489361702128,0.9931827459806513
the grill park,multi cuisine,chuchepati,490.8018867924528,0.9920303987485483
the hungry owl,multi cuisine,hattisar,531.6774193548387,0.9913442984952878
the lunch box,fast food,kupondole,627.8125,0.9897306607261116
the mantra by basera boutique hotel,indian,babarmahal,984.96875,0.983735754281662
the mari cafe,multi cuisine,putalisadak  new plaza,501.576,0.9918495540882598
the ministry bar and cafe,multi cuisine,gairidhara,443.0416666666667,0.9928320592302574
the mithila kitchen,indian  nepali,narephant,367.38,0.9941020485223327
the pizza cutter,pizza,naxal,263.3173076923077,0.9958487521142262
the society fine dining,multi cuisine,chandol,746.4324324324324,0.9877396122777662
the sushi bar multifusion cuisine,asian cuisine,chhaya complex thamel,856.6744186046511,0.9858891885672677
the trails cafe,multi cuisine,boudha stupa,840.5612244897959,0.986159650280425
the urvins garden,italian,naxal bhatbhateni,667.2258064516129,0.9890691040969225
the village cafe,nepali,jhamsikhel,312.08620689655174,0.9950301608446397
the warehouse,multi cuisine,pulchowk,776.578947368421,0.9872335997505671
the wings factory  mid baneswor,multi cuisine,mid baneswor,331.02272727272725,0.9947123092935648
the workshop eatery  boudha,doughnuts  american  burger,boudha,388.32828282828285,0.993750429320016
the workshop eatery  jhamsikhel,american,bakhundole,388.5049019607843,0.9937474647486957
the yellow house,organic  healthy,sanepa,445.34090909090907,0.992793466196462
third eye bakery,bakery,tahachal,428.8590604026846,0.9930701158166704
third eye restaurant,indian,thamel,804.4444444444445,0.9867658743558727
three brothers fast food  restaurant bagbazar,multi cuisine,bagbazar,245.33333333333334,0.9961506150769529
three brothers fast food  restaurant chabahil,multi cuisine,chabahil,245.33333333333334,0.9961506150769529
